id,url,nombre,precio,precio_por,marca,categoria,imagen
VC4AECOMM-184869,https://www.carrefour.es/supermercado/yogo-cake-schar-sin-gluten-sin-lactosa-165-g/R-VC4AECOMM-184869/p,Yogo cake Schär sin gluten sin lactosa 165 g.,5.59,33.88 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/184869_00_1.jpg
VC4AECOMM-477397,https://www.carrefour.es/supermercado/tortas-de-anis-airos-sin-gluten-sin-lactosa-165-g/R-VC4AECOMM-477397/p,Tortas de anís Airos sin gluten sin lactosa 165 g.,5.75,34.85 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/477397_00_1.jpg
VC4AECOMM-505973,https://www.carrefour.es/supermercado/bizcochitos-fontaneda-140-g/R-VC4AECOMM-505973/p,Bizcochitos Fontaneda 140 g.,2.49,17.79 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/505973_00_1.jpg
VC4AECOMM-450226,https://www.carrefour.es/supermercado/tortitas-con-coco-ines-rosales-180-g/R-VC4AECOMM-450226/p,Tortitas con coco Inés Rosales 180 g.,2.69,14.94 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/450226_00_1.jpg
715712804,https://www.carrefour.es/supermercado/bollos-con-pasas-sultanas-haywood-padget-500-g/R-715712804/p,Bollos con pasas sultanas Haywood & Padget 500 g.,6.05,12.10 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/491152_00_1.jpg
VC4AECOMM-450115,https://www.carrefour.es/supermercado/cortadillos-con-crema-de-cacao-ines-rosales-144-g/R-VC4AECOMM-450115/p,Cortadillos con crema de cacao Inés Rosales 144 g.,2.25,15.63 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/450115_00_1.jpg
VC4AECOMM-117969,https://www.carrefour.es/supermercado/macarons-carrefour-extra-144-g/R-VC4AECOMM-117969/p,Macarons Carrefour Extra 144 g.,4.09,28.40 €/kg,Carrefour,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/117969_00_1.jpg
590204453,https://www.carrefour.es/supermercado/berlina-fondant-donuts-204-g/R-590204453/p,Berlina Fondant Donuts 204 g.,3.05,14.95 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/153863_00_1.jpg
VC4AECOMM-144622,https://www.carrefour.es/supermercado/flaminguitos-con-leche-dulcesol-3-ud/R-VC4AECOMM-144622/p,Flaminguitos con leche Dulcesol 3 ud.,0.9,6 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/144622_00_1.jpg
522713912,https://www.carrefour.es/supermercado/berlina-bombon-donuts-2-ud/R-522713912/p,Berlina bombón Donuts 2 ud.,2.05,18.64 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/060200_00_1.jpg
VC4AECOMM-673580,https://www.carrefour.es/supermercado/xuxo-bombon-relleno-sabor-crema-don-bimbo-3-ud/R-VC4AECOMM-673580/p,Xuxo bombón relleno sabor crema Don Bimbo 3 ud.,3.85,16.04 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/673580_00_1.jpg
VC4AECOMM-271479,https://www.carrefour.es/supermercado/bizcocho-sabor-limon-la-bella-easo-230-g/R-VC4AECOMM-271479/p,Bizcocho sabor limón La Bella Easo 230 g.,2.55,11.09 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/271479_00_1.jpg
730701800,https://www.carrefour.es/supermercado/hojaldrinas-mata-400-g/R-730701800/p,Hojaldrinas Mata 400 g.,4.95,12.37 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/681058_00_1.jpg
VC4AECOMM-731231,https://www.carrefour.es/supermercado/croissants-con-crema-al-cacao-la-bella-easo-9-ud/R-VC4AECOMM-731231/p,Croissants con crema al cacao La Bella Easo 9 ud.,3.65,9.66 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/731231_00_1.jpg
fprod1460198,https://www.carrefour.es/supermercado/cana-de-crema-qe-bimbo-3-ud/R-fprod1460198/p,Caña de crema Qé Bimbo 3 ud.,3.45,13.53 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/393402_00_1.jpg
522713916,https://www.carrefour.es/supermercado/bizcochitos-de-chocolate-nesquik-milk-slice-pack-de-4-unidades-de-26-g/R-522713916/p,Bizcochitos de chocolate Nesquik Milk Slice pack de 4 unidades de 26 g.,2.29,22.02 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/069975_00_1.jpg
prod73401,https://www.carrefour.es/supermercado/crumpets-warburtons-320-g/R-prod73401/p,Crumpets Warburtons 320 g.,3.45,10.78 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/895562_00_1.jpg
521007241,https://www.carrefour.es/supermercado/cana-xl-crema-qe-1-ud/R-521007241/p,Caña XL Crema Qé! 1 ud.,1.43,11.92 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/660142_00_1.jpg
541301700,https://www.carrefour.es/supermercado/pastel-de-frutas-tia-merry-400-g/R-541301700/p,Pastel de frutas Tia Merry 400 g.,3.99,9.97 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/212635_00_1.jpg
VC4AECOMM-470733,https://www.carrefour.es/supermercado/tortitas-la-bella-easo-216-g/R-VC4AECOMM-470733/p,Tortitas La Bella Easo 216 g,2.75,12.73 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/470733_00_1.jpg
VC4AECOMM-764125,https://www.carrefour.es/supermercado/croissants-la-bella-easo-9-ud/R-VC4AECOMM-764125/p,Croissants La Bella Easo 9 ud.,2.45,9.07 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/764125_00_1.jpg
prod381074,https://www.carrefour.es/supermercado/hojaldrinas-rellenas-de-crema-de-cacao-mata-400-g/R-prod381074/p,Hojaldrinas rellenas de crema de cacao Mata 400 g.,5.99,14.97 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/942172_00_1.jpg
538002188,https://www.carrefour.es/supermercado/galletas-saladas-quelitas-quely-200-g/R-538002188/p,Galletas saladas Quelitas Quely 200 g.,1.31,6.55 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/403117_00_1.jpg
VC4AECOMM-352068,https://www.carrefour.es/supermercado/galletas-finas-chocolate-negro-sarraceno-santiveri-0-azucares-anadidos-90-g/R-VC4AECOMM-352068/p,"Galletas finas chocolate negro sarraceno Santiveri 0% azucares añadidos 90 g,",2.79,31 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/352068_00_1.jpg
VC4AECOMM-127526,https://www.carrefour.es/supermercado/delicias-de-mazapan-carrefour-sensation-200-g/R-VC4AECOMM-127526/p,Delicias de mazapán Carrefour Sensation 200 g.,2.49,12.45 €/kg,Carrefour,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/127526_00_1.jpg
521007235,https://www.carrefour.es/supermercado/bollito-relleno-de-cacao-mini-bollycao-sin-aceite-de-plama-6-ud/R-521007235/p,Bollito relleno de cacao mini Bollycao sin aceite de plama 6 ud.,1.8,20 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/221829_00_1.jpg
VC4AECOMM-294472,https://www.carrefour.es/supermercado/bizcocho-con-trigo-espelta-y-avena-the-rustik-bakery-260-g/R-VC4AECOMM-294472/p,Bizcocho con trigo espelta y avena The Rustik Bakery 260 g.,5.25,20.19 €/kg,,Bollería,https://static.carrefour.es/hd_350x_/img_pim_food/294472_00_1.jpg
VC4AECOMM-487635,https://www.carrefour.es/supermercado/preservativos-originales-natural-plus-durex-12-ud/R-VC4AECOMM-487635/p,Preservativos Originales Natural Plus Durex 12 ud.,6.99,0.58 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487635_00_1.jpg
VC4AECOMM-487580,https://www.carrefour.es/supermercado/preservativos-sensitivo-suave-para-mayor-sensibilidad-durex-12-ud/R-VC4AECOMM-487580/p,Preservativos sensitivo suave para mayor sensibilidad Durex 12 ud.,7.99,0.67 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487580_00_1.jpg
VC4AECOMM-487666,https://www.carrefour.es/supermercado/preservativos-con-puntos-y-estrias-dame-placer-durex-12-ud/R-VC4AECOMM-487666/p,Preservativos con puntos y estrías Dame Placer Durex 12 ud.,7.99,0.67 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487666_00_1.jpg
prod610019,https://www.carrefour.es/supermercado/preservativos-nature-happy-sex-12-ud/R-prod610019/p,Preservativos Nature Happy Sex 12 ud.,3.39,0.28 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/841246_00_1.jpg
VC4AECOMM-487678,https://www.carrefour.es/supermercado/preservativos-super-finos-contacto-total-para-mayor-sensibilidad-durex-12-ud/R-VC4AECOMM-487678/p,Preservativos super finos contacto total para Mayor sensibilidad Durex 12 ud.,11.89,0.99 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487678_00_1.jpg
prod1010244,https://www.carrefour.es/supermercado/preservativos-estimulante-happy-sex-12-ud/R-prod1010244/p,Preservativos Estimulante Happy Sex 12 ud.,3.79,0.32 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/092376_00_1.jpg
prod610017,https://www.carrefour.es/supermercado/preservativos-sensitive-happy-sex-12-ud/R-prod610017/p,Preservativos Sensitive Happy Sex 12 ud.,3.09,0.26 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/841244_00_1.jpg
521000997,https://www.carrefour.es/supermercado/preservativos-nature-control-12-ud/R-521000997/p,Preservativos nature Control 12 ud.,6.79,0.57 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/576583_00_1.jpg
VC4AECOMM-487579,https://www.carrefour.es/supermercado/preservativos-sensitivos-real-feel-durex-12-ud/R-VC4AECOMM-487579/p,Preservativos sensitivos Real Feel Durex 12 ud.,14.89,1.24 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487579_00_1.jpg
530363302,https://www.carrefour.es/supermercado/preservativos-finissimo-original-control-12-ud/R-530363302/p,Preservativos finissimo original Control 12 ud.,8.39,0.70 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/165027_00_1.jpg
VC4AECOMM-487646,https://www.carrefour.es/supermercado/preservativos-invisibles-super-finos-para-maximizar-la-sensibilidad-durex-12-ud/R-VC4AECOMM-487646/p,Preservativos invisibles super finos para maximizar la sensibilidad Durex 12 ud.,15.35,1.28 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487646_00_1.jpg
VC4AECOMM-487574,https://www.carrefour.es/supermercado/preservativos-invisibles-extra-lubricado-super-finos-para-maximizar-la-sensibilidad-durex-12-ud/R-VC4AECOMM-487574/p,Preservativos invisibles extra lubricado super finos para maximizar la sensibilidad Durex 12 ud.,15.09,1.26 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487574_00_1.jpg
VC4AECOMM-487652,https://www.carrefour.es/supermercado/preservativos-originales-natural-plus-talla-xl-durex-12-ud/R-VC4AECOMM-487652/p,Preservativos Originales Natural Plus talla XL Durex 12 ud.,10.19,0.85 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487652_00_1.jpg
VC4AECOMM-486824,https://www.carrefour.es/supermercado/preservativos-sensitivo-suave-para-mayor-sensibilidad-talla-xl-durex-10-ud/R-VC4AECOMM-486824/p,Preservativos sensitivo suave para mayor sensibilidad talla XL Durex 10 ud.,10.09,1.01 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/486824_00_1.jpg
VC4AECOMM-486957,https://www.carrefour.es/supermercado/preservativos-sensitivo-suave-para-mayor-sensibilidad-24-ud/R-VC4AECOMM-486957/p,Preservativos sensitivo suave para mayor sensibilidad 24 ud.,17.69,0.74 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/486957_00_1.jpg
prod1010248,https://www.carrefour.es/supermercado/preservativo-ultrafino-happy-sex-12-ud/R-prod1010248/p,Preservativo Ultrafino Happy Sex 12 ud.,5.75,0.48 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/092369_00_1.jpg
VC4AECOMM-487673,https://www.carrefour.es/supermercado/preservativos-placer-prolongado-con-efecto-retardante-eyaculacion-durex-12-ud/R-VC4AECOMM-487673/p,Preservativos placer prolongado con efecto retardante eyaculación Durex 12 ud.,15.15,1.26 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487673_00_1.jpg
VC4AECOMM-487669,https://www.carrefour.es/supermercado/preservativos-originales-natural-plus-durex-24-ud/R-VC4AECOMM-487669/p,Preservativos Originales Natural Plus Durex 24 ud.,15.39,0.64 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487669_00_1.jpg
VC4AECOMM-487639,https://www.carrefour.es/supermercado/preservativos-con-puntos-y-estrias-para-ella-y-efecto-retardante-eyaculacion-para-el-mutual-climax-durex-12-ud/R-VC4AECOMM-487639/p,Preservativos con puntos y estrías para ella y efecto retardante eyaculación para él Mutual Clímax Durex 12 ud.,14.89,1.24 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/487639_00_1.jpg
VC4AECOMM-486975,https://www.carrefour.es/supermercado/preservativos-sensitivo-suave-para-mayor-sensibilidad-talla-pequena-durex-10-ud/R-VC4AECOMM-486975/p,Preservativos sensitivo suave para mayor sensibilidad talla pequeña Durex 10 ud.,11.29,1.13 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/486975_00_1.jpg
529039574,https://www.carrefour.es/supermercado/preservativos-nature-xl-xtra-large-control-12-ud/R-529039574/p,Preservativos nature XL xtra large Control 12 ud.,7.69,0.64 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/156065_00_1.jpg
521001013,https://www.carrefour.es/supermercado/preservativos-non-stop-control-12-ud/R-521001013/p,Preservativos Non Stop Control 12 ud.,9.79,0.82 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/093255_00_1.jpg
734811809,https://www.carrefour.es/supermercado/preservativos-finissimo-xl-xtra-large-control-12-ud/R-734811809/p,Preservativos finissimo XL xtra large Control 12 ud.,9.79,0.82 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/694621_00_1.jpg
521001015,https://www.carrefour.es/supermercado/preservativos-retard-control-12-ud/R-521001015/p,Preservativos Retard Control 12 ud.,9.79,0.82 €/ud,,Preservativos,https://static.carrefour.es/hd_350x_/img_pim_food/626258_00_1.jpg
VC4AECOMM-430549,https://www.carrefour.es/supermercado/aguacate-carrefour-500-g/R-VC4AECOMM-430549/p,Aguacate Carrefour 500 g,2.65,5.30 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/430549_00_1.jpg
VC4AECOMM-471013,https://www.carrefour.es/supermercado/aguacate-hass-carrefour-a-granel-1-kg/R-VC4AECOMM-471013/p,Aguacate hass Carrefour a granel 1 kg,5.49,5.49 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/471013_00_1.jpg
719618129,https://www.carrefour.es/supermercado/kiwi-zespri-1-kg-aprox/R-719618129/p,Kiwi Zespri 1 kg aprox,4.94,4.94 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/243817_00_1.jpg
805905242,https://www.carrefour.es/supermercado/kiwi-gold-500-g/R-805905242/p,Kiwi Gold 500 g,4.19,8.38 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/431419_00_1.jpg
VC4AECOMM-494055,https://www.carrefour.es/supermercado/chirimoya-carrefour-a-granel-1-kg-aprox/R-VC4AECOMM-494055/p,Chirimoya Carrefour a granel 1 kg aprox,3.39,3.39 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/494055_00_1.jpg
fprod1430075,https://www.carrefour.es/supermercado/mango-carrefour-en-bandeja-2-ud-600-g/R-fprod1430075/p,Mango Carrefour en bandeja 2 ud 600 g,3.05,5.08 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/371673_00_1.jpg
VC4AECOMM-430552,https://www.carrefour.es/supermercado/mango-carrefour-a-granel-1-kg-aprox/R-VC4AECOMM-430552/p,Mango Carrefour a granel 1 kg aprox,2.99,2.99 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/430552_00_1.jpg
521032201,https://www.carrefour.es/supermercado/pina-golden-ripe-25-kg-aprox/R-521032201/p,"Piña golden ripe 2,5 Kg aprox",3.97,1.59 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/181242_00_1.jpg
VC4AECOMM-490229,https://www.carrefour.es/supermercado/pina-cilindro-vaso-600-g-aprox/R-VC4AECOMM-490229/p,Piña cilindro vaso 600 g aprox,3.36,5.60 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/490229_00_1.jpg
prod1000454,https://www.carrefour.es/supermercado/jengibre-ecologico-200-g/R-prod1000454/p,Jengibre ecológico 200 g,1.69,8.45 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/080049_00_1.jpg
858900426,https://www.carrefour.es/supermercado/kiwi-sungold-ecologico-zepri-500-g/R-858900426/p,Kiwi Sungold Ecológico Zepri 500 g,5.65,11.30 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/117396_00_1.jpg
600709262,https://www.carrefour.es/supermercado/aguacate-ecologico-carrefour-420-g/R-600709262/p,Aguacate ecológico Carrefour 420 g,2.99,7.12 €/kg,Carrefour,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/738678_00_1.jpg
616401668,https://www.carrefour.es/supermercado/pina-del-monte-zero-pieza-2-kg-aprox/R-616401668/p,Piña del Monte zero pieza 2 Kg aprox,3.78,1.89 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/017004_00_1.jpg
547901609,https://www.carrefour.es/supermercado/yuca-1-kg-aprox/R-547901609/p,Yuca 1 Kg aprox,2.69,2.69 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/036104_00_1.jpg
521031320,https://www.carrefour.es/supermercado/coco-500-g-aprox/R-521031320/p,Coco 500 g aprox,1.0,1 €/ud,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/036096_00_1.jpg
804032185,https://www.carrefour.es/supermercado/kiwi-selecta-zespri-bandeja-4-ud-500-g-aprox/R-804032185/p,Kiwi selecta Zespri bandeja 4 ud 500 g aprox,3.55,7.10 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/914213_00_1.jpg
699308899,https://www.carrefour.es/supermercado/kiwi-ecologico-500-g/R-699308899/p,Kiwi ecológico 500 g,3.76,7.52 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/379175_00_1.jpg
prod720513,https://www.carrefour.es/supermercado/papayon-a-granel-12-kg-aprox/R-prod720513/p,"Papayon a granel 1,2 kg aprox",6.67,5.56 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/832292_00_1.jpg
prod1140328,https://www.carrefour.es/supermercado/pitahaya-roja-a-granel-500-g-aprox/R-prod1140328/p,Pitahaya roja a granel 500 g aprox,5.07,10.15 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/053771_00_1.jpg
prod69998,https://www.carrefour.es/supermercado/coco-de-agua-selecta-bio-peso-min-800-g/R-prod69998/p,Coco de agua selecta BIO Peso mín 800 g,2.03,2.03 €/ud,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/985815_00_1.jpg
prod580015,https://www.carrefour.es/supermercado/pina-partida-del-monte-1kg-aprox/R-prod580015/p,Piña partida del Monte 1Kg aprox,2.14,2.14 €/kg,,"Piñas, Kiwis, Aguacates y Tropicales",https://static.carrefour.es/hd_350x_/img_pim_food/837598_00_1.jpg
538408123,https://www.carrefour.es/supermercado/limpiador-en-crema-aroma-limon-producto-blanco-750-ml/R-538408123/p,Limpiador en crema aroma limón Producto Blanco 750 ml,0.99,1.32 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/193699_00_1.jpg
521001246,https://www.carrefour.es/supermercado/limpiador-de-bano-power-gel-carrefour-expert-15-l/R-521001246/p,"Limpiador de baño Power Gel Carrefour Expert 1,5 l.",1.45,0.97 €/l,Carrefour,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/493811_00_1.jpg
prod840771,https://www.carrefour.es/supermercado/limpiador-bano-aroma-fresco-don-limpio-13-l/R-prod840771/p,"Limpiador baño aroma fresco Don Limpio 1,3 l.",4.15,3.19 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/009253_00_1.jpg
521001432,https://www.carrefour.es/supermercado/gel-limpiador-power-con-lejia-carrefour-expert-15-l/R-521001432/p,"Gel limpiador power con lejía Carrefour Expert 1,5 l.",1.84,1.23 €/l,Carrefour,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/526469_00_1.jpg
866819000,https://www.carrefour.es/supermercado/limpiador-de-suciedad-y-manchas-de-humedad-para-banos-y-juntas-negras-cillit-bang-750-ml/R-866819000/p,Limpiador de suciedad y manchas de humedad para baños y juntas negras Cillit Bang 750 ml.,4.25,5.67 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/162731_00_1.jpg
VC4AECOMM-093019,https://www.carrefour.es/supermercado/limpiador-de-bano-aroma-fresco-brillo-duradero-don-limpio-720-ml/R-VC4AECOMM-093019/p,Limpiador de baño aroma fresco brillo duradero Don Limpio 720 ml.,4.25,5.90 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/093019_00_1.jpg
694608968,https://www.carrefour.es/supermercado/toallitas-para-wc-frescor-fresco-carrefour-40-ud/R-694608968/p,Toallitas para wc frescor fresco Carrefour 40 ud.,0.99,0.02 €/ud,Carrefour,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/093840_00_1.jpg
814144330,https://www.carrefour.es/supermercado/limpiador-desinfectante-las-3-brujas-1-l/R-814144330/p,Limpiador desinfectante Las 3 Brujas 1 l.,3.49,3.49 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/472136_00_1.jpg
VC4AECOMM-340082,https://www.carrefour.es/supermercado/limpiador-de-banos-multisuperficies-pulverizador-kh-7-780-ml/R-VC4AECOMM-340082/p,Limpiador de baños multisuperficies pulverizador KH-7 780 ml.,3.89,4.99 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/340082_00_1.jpg
VC4AECOMM-436284,https://www.carrefour.es/supermercado/limpiador-de-suciedad-y-manchas-de-humedad-para-banos-y-juntas-negras-cillit-bang-1-l/R-VC4AECOMM-436284/p,Limpiador de suciedad y manchas de humedad para baños y juntas negras Cillit Bang 1 l.,5.65,5.65 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/436284_00_1.jpg
prod290669,https://www.carrefour.es/supermercado/limpiador-de-bano-en-gel-frescor-marino-chubb-15-l/R-prod290669/p,"Limpiador de baño en gel frescor marino Chubb 1,5 l.",2.09,1.39 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/345579_00_1.jpg
521001250,https://www.carrefour.es/supermercado/limpiador-de-bano-aroma-fresco-don-limpio-27-l/R-521001250/p,"Limpiador de baño aroma fresco Don Limpio 2,7 l.",7.09,2.63 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/005793_00_1.jpg
546101880,https://www.carrefour.es/supermercado/limpiador-bano-antical-con-vinagre-ecologico-frosch-1-l/R-546101880/p,Limpiador baño antical con vinagre ecológico Frosch 1 l.,3.65,3.65 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/000664_00_1.jpg
521001258,https://www.carrefour.es/supermercado/limpiador-de-bano-tenn-13-l/R-521001258/p,"Limpiador de baño Tenn 1,3 l.",3.85,2.96 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/793528_00_1.jpg
546101974,https://www.carrefour.es/supermercado/limpiador-banos-higiene-profunda-cillit-bang-750-ml/R-546101974/p,Limpiador baños higiene profunda Cillit Bang 750 ml.,5.99,7.99 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/090276_00_1.jpg
VC4AECOMM-387028,https://www.carrefour.es/supermercado/limpiador-higiene-total-gel-banos-sanytol-12-l/R-VC4AECOMM-387028/p,"Limpiador higiene total gel baños Sanytol 1,2 l.",4.75,3.96 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/387028_00_1.jpg
800037766,https://www.carrefour.es/supermercado/limpiador-de-bano-y-cocinas-force-moho-chubb-750-ml/R-800037766/p,Limpiador de baño y cocinas force moho Chubb 750 ml.,4.95,6.60 €/l,,Limpiadores Baño,https://static.carrefour.es/hd_350x_/img_pim_food/904827_00_1.jpg
528412860,https://www.carrefour.es/supermercado/crema-triple-accion-piel-madura-ponds-50-ml/R-528412860/p,Crema triple acción piel madura Pond's 50 ml.,6.29,12.58 €/100ml,,Cremas faciales,https://static.carrefour.es/hd_350x_/img_pim_food/148987_00_1.jpg
679501693,https://www.carrefour.es/supermercado/crema-para-el-cuidado-facial-cuello-y-escote-xhekpon-40-ml/R-679501693/p,"Crema para el cuidado facial, cuello y escote Xhekpon 40 ml. ",9.59,23.98 €/100ml,,Cremas faciales,https://static.carrefour.es/hd_350x_/img_pim_food/057277_00_1.jpg
VC4AECOMM-610225,https://www.carrefour.es/supermercado/crema-hidratante-rostro-cerave-52-ml/R-VC4AECOMM-610225/p,Crema hidratante rostro Cerave 52 ml.,15.15,29.13 €/100ml,,Cremas faciales,https://static.carrefour.es/hd_350x_/img_pim_food/610225_00_1.jpg
VC4AECOMM-147602,https://www.carrefour.es/supermercado/gel-control-imperfecciones-cerave-40-ml/R-VC4AECOMM-147602/p,Gel control imperfecciones CeraVe 40 ml.,15.55,38.87 €/100ml,,Cremas faciales,https://static.carrefour.es/hd_350x_/img_pim_food/147602_00_1.jpg
VC4AECOMM-005139,https://www.carrefour.es/supermercado/crema-facial-antiedad-unificadora-rica-en-vitamina-c-multi-correxion-revive-glow-roc-50-ml/R-VC4AECOMM-005139/p,Crema facial antiedad unificadora rica en vitamina C Multi Correxion Revive + Glow Roc 50 ml.,29.1,58.20 €/100ml,,Cremas faciales,https://static.carrefour.es/hd_350x_/img_pim_food/005139_00_1.jpg
