id,url,nombre,precio,precio_por,marca,categoria,imagen
prod211596,https://www.carrefour.es/supermercado/triptofano-en-capsulas-sanon-60-ud/R-prod211596/p,Triptófano en cápsulas Sanon 60 ud.,10.85,24.11 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/087245_00_1.jpg
VC4AECOMM-530992,https://www.carrefour.es/supermercado/complemento-alimenticio-para-el-cabello-y-las-unas-en-capsulas-pilexil-capsulas-forte-150-ud/R-VC4AECOMM-530992/p,Complemento alimenticio para el cabello y las uñas en cápsulas Pilexil Cápsulas Forte 150 ud.,48.1,21.40 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/530992_00_1.jpg
VC4AECOMM-630924,https://www.carrefour.es/supermercado/vitaminas-vitalidad-con-jalea-real-y-coenzima-q10-en-comprimidos-leotron-sin-gluten-sin-lactosa-30-ud/R-VC4AECOMM-630924/p,Vitaminas Vitalidad con jalea real y coenzima Q10 en comprimidos Leotron sin gluten sin lactosa 30 ud.,11.49,23.45 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/630924_00_1.jpg
819114950,https://www.carrefour.es/supermercado/complemento-alimenticio-con-triptofano-triptomax-sin-gluten-sin-lactosa-30-comprimidos/R-819114950/p,Complemento alimenticio con triptófano Triptomax sin gluten sin lactosa 30 comprimidos.,15.79,79.75 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/952110_00_1.jpg
675701711,https://www.carrefour.es/supermercado/vitaminas-para-la-memoria-memorex-forte-pharma-energy-56-comprimidos/R-675701711/p,Vitaminas para la memoria Memorex Forté Pharma - Energy 56 comprimidos.,16.79,15.99 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/031981_00_1.jpg
607403433,https://www.carrefour.es/supermercado/lecitina-de-soja-phytofarma-450-g/R-607403433/p,Lecitina de soja Phytofarma 450 g.,18.89,4.20 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/668337_00_1.jpg
VC4AECOMM-144595,https://www.carrefour.es/supermercado/batido-vainilla-fuerza-y-vitalidad-meritene-sin-gluten-15-sobres/R-VC4AECOMM-144595/p,Batido vainilla fuerza y vitalidad Meritene sin gluten 15 sobres,24.1,53.56 €/kg,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/144595_00_1.jpg
prod890096,https://www.carrefour.es/supermercado/complemento-colageno-natural-classic-en-polvo-colnatur-300-g/R-prod890096/p,Complemento colágeno natural classic en polvo Colnatur 300 g.,16.45,5.48 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/033891_00_1.jpg
619902589,https://www.carrefour.es/supermercado/multivitaminas-complet-oligoelementos-vallesol-24-comprimidos/R-619902589/p,Multivitaminas complet + oligoelementos Vallesol 24 comprimidos.,5.29,7.87 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/688771_00_1.jpg
590503046,https://www.carrefour.es/supermercado/cistitus-comprimidos-aquilea-30-comprimidos/R-590503046/p,Cistitus comprimidos Aquilea 30 comprimidos.,20.6,57.22 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/196327_00_1.jpg
VC4AECOMM-097557,https://www.carrefour.es/supermercado/meritene-fuerza-y-vitalidad-fresa-sin-gluten-pack-de-15-unidades-de-30-g/R-VC4AECOMM-097557/p,Meritene fuerza y vitalidad fresa sin gluten pack de 15 unidades de 30 g.,22.6,5.02 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/097557_00_1.jpg
VC4AECOMM-383612,https://www.carrefour.es/supermercado/onevit-energia-powerboost-45-ud/R-VC4AECOMM-383612/p,Onevit Energía Powerboost 45 ud.,10.65,39.44 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/383612_00_1.jpg
595501975,https://www.carrefour.es/supermercado/chitosan-en-capsulas-sanon-80-ud/R-595501975/p,Chitosán en cápsulas Sanon 80 ud.,9.75,26.35 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/351206_00_1.jpg
VC4AECOMM-399583,https://www.carrefour.es/supermercado/prevencion-resaca-party-smart-himalaya-250-mg/R-VC4AECOMM-399583/p,Prevención resaca party smart Himalaya 250 mg.,2.15,0.86 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/399583_00_1.jpg
VC4AECOMM-383618,https://www.carrefour.es/supermercado/onevit-lactasa-5000-fcc-sin-gluten-45-ud/R-VC4AECOMM-383618/p,Onevit Lactasa 5000 FCC sin gluten 45 ud.,6.39,23.67 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/383618_00_1.jpg
646502623,https://www.carrefour.es/supermercado/complemento-alimenticio-para-el-cabello-y-las-unas-en-capsulas-pilexil-capsulas-150-ud/R-646502623/p,Complemento alimenticio para el cabello y las uñas en cápsulas Pilexil Cápsulas 150 ud.,36.7,24.47 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/816459_00_1.jpg
790114439,https://www.carrefour.es/supermercado/drena-fort-sanon-sin-gluten-250-ml/R-790114439/p,Drena fort Sanon sin gluten 250 ml.,7.79,3.12 €/100ml,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/886323_00_1.jpg
prod231427,https://www.carrefour.es/supermercado/complemento-alimenticio-piernas-ligeras-aquilea-60-comprimidos/R-prod231427/p,Complemento alimenticio piernas ligeras Aquilea 60 comprimidos.,24.0,42.86 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/284618_00_1.jpg
595501945,https://www.carrefour.es/supermercado/l-carnitina-en-capsulas-sanon-100-ud/R-595501945/p,L-Carnitina en cápsulas Sanon 100 ud.,15.55,24.30 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/351188_00_1.jpg
fprod1190058,https://www.carrefour.es/supermercado/complemento-nutricional-chocolate-nutrivigor-ensure-pack-de-4-unidades-de-220-ml/R-fprod1190058/p,Complemento nutricional chocolate NutriVigor Ensure pack de 4 unidades de 220 ml.,9.69,1.10 €/100ml,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/229600_00_1.jpg
VC4AECOMM-309988,https://www.carrefour.es/supermercado/complemento-alimenticio-en-capsulas-fuerza-y-vitalidad-keratincaps-klorane-90-ud/R-VC4AECOMM-309988/p,Complemento alimenticio en cápsulas fuerza y vitalidad Keratincaps Klorane 90 ud.,41.0,0.68 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/309988_00_1.jpg
VC4AECOMM-310009,https://www.carrefour.es/supermercado/complemento-alimenticio-vitalidad-cabello-y-unas-en-capsulas-anacaps-reactiv-ducray-90-ud/R-VC4AECOMM-310009/p,Complemento alimenticio vitalidad cabello y uñas en cápsulas Anacaps Reactiv Ducray 90 ud.,36.3,0.83 €/100g,,Complementos Vitamínicos,https://static.carrefour.es/hd_350x_/img_pim_food/310009_00_1.jpg
VC4AECOMM-388803,https://www.carrefour.es/supermercado/pizza-barbacoa-vegetal-vegalia-campofrio-360-g/R-VC4AECOMM-388803/p,Pizza barbacoa vegetal Vegalia Campofrío 360 g.,3.59,9.97 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/388803_00_1.jpg
521035311,https://www.carrefour.es/supermercado/pizza-prosciutto-ristorante-dr-oetker-340-g/R-521035311/p,Pizza prosciutto Ristorante Dr. Oetker 340 g.,3.85,11.32 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/626461_00_1.jpg
521030210,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-carrefour-classic-400-g/R-521030210/p,Pizza de jamón y queso Carrefour Classic' 400 g.,2.45,6.12 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/266899_00_1.jpg
521035317,https://www.carrefour.es/supermercado/pizza-quattro-formaggi-ristorante-dr-oetker-340-g/R-521035317/p,Pizza quattro formaggi Ristorante Dr. Oetker 340 g,3.89,11.44 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/626468_00_1.jpg
521030213,https://www.carrefour.es/supermercado/pizza-4-quesos-carrefour-400-g/R-521030213/p,Pizza 4 quesos Carrefour 400 g.,2.69,6.72 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/266914_00_1.jpg
521033038,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-con-salsa-mozzarella-pizza-salsa-campofrio-360-g/R-521033038/p,Pizza de jamón y queso con salsa mozzarella Pizza & Salsa Campofrío 360 g.,2.95,8.19 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/610705_00_1.jpg
521030202,https://www.carrefour.es/supermercado/pizza-barbacoa-pizza-salsa-campofrio-410-g/R-521030202/p,Pizza barbacoa Pizza & Salsa Campofrío 410 g.,2.95,7.20 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/610703_00_1.jpg
521030200,https://www.carrefour.es/supermercado/pizza-barbacoa-carrefour-400-g/R-521030200/p,Pizza barbacoa Carrefour 400 g.,2.45,6.12 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/743623_00_1.jpg
521033046,https://www.carrefour.es/supermercado/pizza-5-quesos-con-salsa-queso-semicurado-pizza-salsa-campofrio-365-g/R-521033046/p,Pizza 5 quesos con salsa queso semicurado Pizza & Salsa Campofrío 365 g.,2.95,8.08 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/624563_00_1.jpg
prod600079,https://www.carrefour.es/supermercado/pizza-4-quesos-carrefour-340-g/R-prod600079/p,Pizza 4 quesos Carrefour 340 g.,2.06,6.06 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841129_00_1.jpg
521033617,https://www.carrefour.es/supermercado/pannini-de-jamon-y-queso-dr-oetker-250-g/R-521033617/p,Pannini de jamón y queso Dr. Oetker 250 g.,3.45,13.80 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/003028_00_1.jpg
prod600094,https://www.carrefour.es/supermercado/pizza-prosciutto-carrefour-330-g/R-prod600094/p,Pizza prosciutto Carrefour 330 g.,2.06,6.24 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841122_00_1.jpg
521030231,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-casa-tarradellas-405-g/R-521030231/p,Pizza de jamón y queso Casa Tarradellas 405 g.,3.29,8.12 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/051680_00_1.jpg
521035313,https://www.carrefour.es/supermercado/pizza-speciale-ristorante-dr-oetker-345-g/R-521035313/p,Pizza speciale Ristorante Dr. Oetker 345 g,3.85,11.16 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/626466_00_1.jpg
555701608,https://www.carrefour.es/supermercado/pizza-de-atun-ristorante-dr-oetker-355-g/R-555701608/p,Pizza de atún Ristorante Dr. Oetker 355 g,3.85,10.85 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/262789_00_1.jpg
521031425,https://www.carrefour.es/supermercado/piccolinis-jamon-y-queso-buitoni-270-g/R-521031425/p,Piccolinis jamón y queso Buitoni 270 g.,4.19,15.52 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/606451_00_1.jpg
867800458,https://www.carrefour.es/supermercado/pizza-barbacoa-ristorante-dr-oetker-340-g/R-867800458/p,Pizza barbacoa Ristorante Dr. Oetker 340 g,3.85,11.32 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/169490_00_1.jpg
819114640,https://www.carrefour.es/supermercado/pizza-de-pollo-carrefour-classic-400-g/R-819114640/p,Pizza de pollo Carrefour Classic' 400 g.,2.75,6.87 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/946632_00_1.jpg
521030208,https://www.carrefour.es/supermercado/pizza-carbonara-carrefour-classic-400-g/R-521030208/p,Pizza carbonara Carrefour Classic' 400 g.,2.69,6.72 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/626196_00_1.jpg
521030233,https://www.carrefour.es/supermercado/pizza-4-quesos-casa-tarradellas-390-g/R-521030233/p,Pizza 4 quesos Casa Tarradellas 390 g.,3.29,8.44 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/051245_00_1.jpg
prod221960,https://www.carrefour.es/supermercado/pizza-de-jamon-y-bacon-con-salsa-de-cebolla-caramelizada-pizza-salsa-campofrio-360-g/R-prod221960/p,Pizza de jamón y bacon con salsa de cebolla caramelizada Pizza & Salsa Campofrío 360 g.,2.95,8.19 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/275238_00_1.jpg
521030221,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-casa-tarradellas-pack-de-2-unidades-de-220-g/R-521030221/p,Pizza de jamón y queso Casa Tarradellas pack de 2 unidades de 220 g.,3.19,7.25 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/345839_00_1.jpg
530363194,https://www.carrefour.es/supermercado/pizza-bolonesa-carrefour-375-g/R-530363194/p,Pizza boloñesa Carrefour 375 g.,2.06,5.49 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/162368_00_1.jpg
772305242,https://www.carrefour.es/supermercado/pizza-barbacoa-fina-y-crujiente-forno-di-pietra-buitoni-325-g/R-772305242/p,Pizza barbacoa fina y crujiente Forno di Pietra Buitoni 325 g.,3.65,11.23 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/779838_00_1.jpg
675801637,https://www.carrefour.es/supermercado/pizza-carbonara-pizza-salsa-campofrio-360-g/R-675801637/p,Pizza carbonara Pizza & Salsa Campofrío 360 g.,2.95,8.19 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/032229_00_1.jpg
prod600096,https://www.carrefour.es/supermercado/pizza-de-peperoni-ahumado-carrefour-320-g/R-prod600096/p,Pizza de peperoni ahumado Carrefour 320 g.,2.06,6.44 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841124_00_1.jpg
prod820301,https://www.carrefour.es/supermercado/pizza-de-pollo-y-bacon-casa-tarradellas-410-g/R-prod820301/p,Pizza de pollo y bacón Casa Tarradellas 410 g.,3.29,8.02 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/264441_00_1.jpg
521035559,https://www.carrefour.es/supermercado/pannini-barbacoa-dr-oetker-250-g/R-521035559/p,Pannini barbacoa Dr. Oetker 250 g.,3.45,13.80 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/685560_00_1.jpg
521030215,https://www.carrefour.es/supermercado/pizza-de-atun-y-bacon-carrefour-classic-400-g/R-521030215/p,Pizza de atún y bacon Carrefour Classic' 400 g.,2.75,6.87 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/266918_00_1.jpg
527031590,https://www.carrefour.es/supermercado/pizza-4-quesos-fina-y-crujiente-forno-di-pietra-buitoni-340-g/R-527031590/p,Pizza 4 quesos fina y crujiente Forno di Pietra Buitoni 340 g.,3.65,10.74 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/795418_00_1.jpg
VC4AECOMM-625158,https://www.carrefour.es/supermercado/pizza-fresca-bianca-4-quesos-de-lenta-fermentacion-casa-tarradellas-400-g/R-VC4AECOMM-625158/p,Pizza fresca bianca 4 quesos de lenta fermentación Casa Tarradellas 400 g.,4.39,10.97 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/625158_00_1.jpg
594814564,https://www.carrefour.es/supermercado/pizza-mozzarella-ristorante-dr-oetker-355-g/R-594814564/p,Pizza Mozzarella Ristorante Dr. Oetker 355 g,3.85,11.49 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/349655_00_1.jpg
prod590834,https://www.carrefour.es/supermercado/pizza-de-atun-carrefour-350-g/R-prod590834/p,Pizza de atún Carrefour 350 g.,2.06,5.89 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/840568_00_1.jpg
521035315,https://www.carrefour.es/supermercado/pizza-de-espinacas-ristorante-dr-oetker-390-g/R-521035315/p,Pizza de espinacas Ristorante Dr. Oetker 390 g,3.85,9.87 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/626467_00_1.jpg
651402222,https://www.carrefour.es/supermercado/mini-pizzas-de-jamon-y-queso-carrefour-270-g/R-651402222/p,Mini pizzas de jamón y queso Carrefour 270 g.,2.65,9.81 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/108830_00_1.jpg
prod600080,https://www.carrefour.es/supermercado/pizza-de-pollo-carrefour-335-g/R-prod600080/p,Pizza de pollo Carrefour 335 g.,2.06,6.15 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841128_00_1.jpg
835604862,https://www.carrefour.es/supermercado/pizza-pepperoni-con-salsa-diavolo-picante-pizza-salsa-campofrio-345-g/R-835604862/p,Pizza pepperoni con salsa diávolo picante Pizza & Salsa Campofrío 345 g. ,2.95,8.55 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/972450_00_1.jpg
VC4AECOMM-625149,https://www.carrefour.es/supermercado/pizza-fresca-de-jamon-con-perlas-de-mozzarella-de-lenta-fermentacion-casa-tarradellas-400-g/R-VC4AECOMM-625149/p,Pizza fresca de jamón con perlas de mozzarella de lenta fermentación Casa Tarradellas 400 g.,4.39,10.97 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/625149_00_1.jpg
766604849,https://www.carrefour.es/supermercado/pizza-de-pepperoni-casa-tarradellas-405-g/R-766604849/p,Pizza de pepperoni Casa Tarradellas 405 g,3.29,8.12 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/219977_00_1.jpg
521030235,https://www.carrefour.es/supermercado/pizza-de-atun-y-bacon-casa-tarradellas-405-g/R-521030235/p,Pizza de atún y bacon Casa Tarradellas 405 g.,3.29,8.12 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/051246_00_1.jpg
855700432,https://www.carrefour.es/supermercado/pizza-prosciutto-ristorante-dr-oetker-sin-gluten-sin-lactosa-345-g/R-855700432/p,Pizza prosciutto Ristorante Dr. Oetker sin gluten sin lactosa 345 g.,4.79,13.88 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/088324_00_1.jpg
prod590835,https://www.carrefour.es/supermercado/pizza-hawai-carrefour-350-g/R-prod590835/p,Pizza Hawai Carrefour 350 g.,2.06,5.89 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/840573_00_1.jpg
prod841051,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-casa-tarradellas-sin-gluten-sin-lactosa-420-g/R-prod841051/p,Pizza de jamón y queso Casa Tarradellas sin gluten sin lactosa 420 g.,3.55,8.45 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/367217_00_1.jpg
663701867,https://www.carrefour.es/supermercado/pizza-regina-carrefour-365-g/R-663701867/p,Pizza regina Carrefour 365 g.,2.06,5.64 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/316055_00_1.jpg
521030225,https://www.carrefour.es/supermercado/pizza-barbacoa-casa-tarradellas-440-g/R-521030225/p,Pizza barbacoa Casa Tarradellas 440 g.,3.29,7.48 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/221768_00_1.jpg
521031364,https://www.carrefour.es/supermercado/pizza-prosciutto-funghi-casa-di-mama-dr-oetker-405-g/R-521031364/p,Pizza prosciutto funghi Casa di Mama Dr. Oetker 405 g.,4.59,11.33 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/790616_00_1.jpg
530014657,https://www.carrefour.es/supermercado/pizza-quattro-formaggi-casa-di-mama-dr-oetker-410-g/R-530014657/p,Pizza quattro formaggi Casa di Mama Dr. Oetker 410 g.,4.59,11.20 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/790677_00_1.jpg
674401710,https://www.carrefour.es/supermercado/pizza-bolonesa-ristorante-dr-oetker-375-g/R-674401710/p,Pizza boloñesa Ristorante Dr. Oetker 375 g,3.85,10.27 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/014368_00_1.jpg
804031843,https://www.carrefour.es/supermercado/pizza-barbacoa-carrefour-350-g/R-804031843/p,Pizza barbacoa Carrefour 350 g.,2.06,5.89 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/908594_00_1.jpg
521034377,https://www.carrefour.es/supermercado/pannini-4-quesos-dr-oetker-250-g/R-521034377/p,Pannini 4 quesos Dr. Oetker 250 g.,3.45,13.80 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/481058_00_1.jpg
fprod1370030,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-carrefour-classic-580-g/R-fprod1370030/p,Pizza de jamón y queso Carrefour Classic' 580 g.,3.29,5.67 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/346431_00_1.jpg
854001643,https://www.carrefour.es/supermercado/pizza-de-jamon-y-queso-la-originale-palacios-405-g/R-854001643/p,Pizza de jamón y queso La Originale Palacios 405 g.,3.15,7.78 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/072914_00_1.jpg
521030217,https://www.carrefour.es/supermercado/pizza-carbonara-casa-tarradellas-400-g/R-521030217/p,Pizza carbonara Casa Tarradellas 400 g.,3.29,8.22 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/268536_00_1.jpg
521030192,https://www.carrefour.es/supermercado/pizza-de-jamon-serrano-casa-tarradellas-390-g/R-521030192/p,Pizza de jamón serrano Casa Tarradellas 390 g.,3.29,8.44 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/705213_00_1.jpg
521030229,https://www.carrefour.es/supermercado/pizza-romana-casa-tarradellas-410-g/R-521030229/p,Pizza romana Casa Tarradellas 410 g.,3.19,7.78 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/051679_00_1.jpg
624903522,https://www.carrefour.es/supermercado/pizza-speciale-tradizionale-dr-oetker-400-g/R-624903522/p,Pizza speciale Tradizionale Dr. Oetker 400 g.,4.49,11.22 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/800340_00_1.jpg
fprod1360349,https://www.carrefour.es/supermercado/pizza-chorizo-jamon-y-bacon-carrefour-classic-400-g/R-fprod1360349/p,"Pizza chorizo, jamón y bacon Carrefour Classic' 400 g.",2.75,6.87 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/341915_00_1.jpg
521031423,https://www.carrefour.es/supermercado/piccolinis-3-quesos-buitoni-270-g/R-521031423/p,Piccolinis 3 quesos Buitoni 270 g.,4.19,15.52 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/606449_00_1.jpg
prod600081,https://www.carrefour.es/supermercado/pizza-de-bacon-carrefour-315-g/R-prod600081/p,Pizza de bacon Carrefour 315 g.,2.06,6.54 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841127_00_1.jpg
538003272,https://www.carrefour.es/supermercado/pizza-margarita-pack-de-3-pizzas-de-300-g/R-538003272/p,Pizza margarita pack de 3 pizzas de 300 g.,2.89,3.21 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/200664_00_1.jpg
855700436,https://www.carrefour.es/supermercado/pizza-mozzarella-ristorante-dr-oetker-sin-gluten-sin-lactosa-370-g/R-855700436/p,Pizza mozzarella Ristorante Dr. Oetker sin gluten sin lactosa 370 g.,4.79,12.95 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/088347_00_1.jpg
823818327,https://www.carrefour.es/supermercado/pizza-cuatro-estaciones-fina-y-crujiente-forno-di-pietra-buitoni-355-g/R-823818327/p,Pizza cuatro estaciones fina y crujiente Forno di Pietra Buitoni 355 g.,3.65,10.28 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/954495_00_1.jpg
527031586,https://www.carrefour.es/supermercado/pizza-de-atun-fina-y-crujiente-forno-di-pietra-buitoni-345-g/R-527031586/p,Pizza de atún fina y crujiente Forno di Pietra Buitoni 345 g.,3.65,10.58 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/795417_00_1.jpg
800766406,https://www.carrefour.es/supermercado/pizza-de-jamon-y-champinones-fina-y-crujiente-forno-di-pietra-buitoni-350-g/R-800766406/p,Pizza de jamón y champiñones fina y crujiente Forno Di Pietra Buitoni 350 g.,3.65,10.43 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/899410_00_1.jpg
521036505,https://www.carrefour.es/supermercado/pizza-vegetal-ristorante-dr-oetker-385-g/R-521036505/p,Pizza vegetal Ristorante Dr. Oetker 385 g,3.85,10 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/053780_00_1.jpg
600804867,https://www.carrefour.es/supermercado/pizza-de-pollo-casa-tarradellas-410-g/R-600804867/p,Pizza de pollo Casa Tarradellas 410 g.,3.19,7.78 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/365215_00_1.jpg
VC4AECOMM-402930,https://www.carrefour.es/supermercado/pizza-mexicana-con-salsa-chipotle-pizza-salsa-campofrio-400-g/R-VC4AECOMM-402930/p,Pizza mexicana con salsa chipotle Pizza & Salsa Campofrío 400 g.,2.95,7.37 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/402930_00_1.jpg
854001649,https://www.carrefour.es/supermercado/pizza-4-quesos-la-originale-palacios-390-g/R-854001649/p,Pizza 4 quesos La Originale Palacios 390 g.,3.49,8.95 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/072932_00_1.jpg
VC4AECOMM-459353,https://www.carrefour.es/supermercado/pizza-de-pepperoni-carrefour-classic-410-g/R-VC4AECOMM-459353/p,Pizza de pepperoni Carrefour Classic' 410 g.,2.69,6.56 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/459353_00_1.jpg
797329603,https://www.carrefour.es/supermercado/pannini-bacon-crispy-dr-oetker-250-g/R-797329603/p,Pannini bacon crispy Dr. Oetker 250 g.,3.45,13.80 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/899419_00_1.jpg
prod600095,https://www.carrefour.es/supermercado/pizza-vegetal-carrefour-350-g/R-prod600095/p,Pizza vegetal Carrefour 350 g.,2.06,5.89 €/kg,Carrefour,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/841123_00_1.jpg
551901788,https://www.carrefour.es/supermercado/pizza-funghi-ristorante-dr-oetker-365-g/R-551901788/p,Pizza funghi Ristorante Dr. Oetker 365 g,3.85,10.55 €/kg,,Pizzas,https://static.carrefour.es/hd_350x_/img_pim_food/795247_00_1.jpg
